,Articles,Categories
2409,A2410,"C0001,C0008,C0066"
2410,A2411,"C0001,C0011,C0070"
2411,A2412,"C0001,C0016,C0033,C0127"
2412,A2413,"C0001,C0008,C0062,C0119,C0001,C0005"
2413,A2414,"C0001,C0014,C0090"
2414,A2415,"C0001,C0008,C0053"
2415,A2416,"C0001,C0008,C0085"
2416,A2417,"C0001,C0015,C0104"
2417,A2418,"C0001,C0011,C0070"
2418,A2419,"C0001,C0008,C0032"
2419,A2420,"C0001,C0011,C0072"
2420,A2421,"C0001,C0005,C0001,C0008,C0053,C0130"
2421,A2422,"C0001,C0014,C0017"
2422,A2423,"C0001,C0014,C0108"
2423,A2424,"C0001,C0016,C0028,C0141"
2424,A2425,"C0001,C0004,C0071"
2425,A2426,"C0001,C0054,C0100"
2426,A2427,"C0001,C0016,C0033,C0127"
2427,A2428,"C0001,C0009,C0029,C0121,C0001,C0004,C0071"
2428,A2429,"C0001,C0013,C0081"
2429,A2430,"C0001,C0016,C0033,C0127"
2430,A2431,"C0001,C0016,C0033,C0126"
2431,A2432,"C0001,C0004,C0095"
2432,A2433,"C0001,C0006,C0024"
2433,A2434,"C0001,C0005,C0001,C0008,C0065,C0139"
2434,A2435,"C0001,C0008,C0063"
2435,A2436,"C0001,C0054,C0057"
2436,A2437,"C0001,C0008,C0063"
2437,A2438,"C0001,C0014,C0061"
2438,A2439,"C0001,C0054,C0100"
2439,A2440,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
2440,A2441,"C0001,C0016,C0028,C0141"
2441,A2442,"C0001,C0016,C0028,C0141"
2442,A2443,"C0001,C0016,C0028,C0135"
2443,A2444,"C0001,C0016,C0092,C0142"
2444,A2445,"C0001,C0014,C0117"
2445,A2446,"C0001,C0014,C0094"
2446,A2447,"C0001,C0014,C0026,C0001,C0014,C0051"
2447,A2448,"C0001,C0014,C0074"
2448,A2449,"C0001,C0008,C0063"
2449,A2450,"C0001,C0008,C0018,C0118,C0001,C0005"
2450,A2451,"C0001,C0016,C0028,C0128"
2451,A2452,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
2452,A2453,"C0001,C0008,C0084,C0001,C0009,C0099"
2453,A2454,"C0001,C0008,C0062"
2454,A2455,"C0001,C0004,C0095"
2455,A2456,"C0001,C0004,C0095"
2456,A2457,"C0001,C0004,C0095"
2457,A2458,"C0001,C0008,C0018,C0118,C0001,C0005"
2458,A2459,"C0001,C0004,C0095"
2459,A2460,"C0001,C0004,C0049,C0001,C0054,C0100"
2460,A2461,"C0001,C0009,C0020"
2461,A2462,"C0001,C0004,C0095"
2462,A2463,"C0001,C0008,C0018"
2463,A2464,"C0001,C0008,C0018,C0118,C0001,C0005"
2464,A2465,"C0001,C0005,C0001,C0008,C0053,C0130"
2465,A2466,"C0001,C0016,C0028,C0132"
2466,A2467,"C0001,C0016,C0092,C0134"
2467,A2468,"C0001,C0009,C0020"
2468,A2469,"C0001,C0011,C0113"
2469,A2470,"C0001,C0006,C0050"
2470,A2471,"C0001,C0008,C0053"
2471,A2472,"C0001,C0008,C0018"
2472,A2473,"C0001,C0008,C0032"
2473,A2474,"C0001,C0008,C0053"
2474,A2475,"C0001,C0006,C0105"
2475,A2476,"C0001,C0006,C0105"
2476,A2477,"C0001,C0015,C0104"
2477,A2478,"C0001,C0012"
2478,A2479,"C0001,C0011,C0072"
2479,A2480,"C0001,C0054,C0039"
2480,A2481,"C0001,C0016,C0028,C0120"
2481,A2482,"C0001,C0014,C0034"
2482,A2483,"C0001,C0014,C0040"
2483,A2484,"C0001,C0010,C0106"
2484,A2485,"C0001,C0016,C0028,C0137"
2485,A2486,"C0001,C0016,C0028,C0135"
2486,A2487,"C0001,C0016,C0033,C0138"
2487,A2488,"C0001,C0008,C0053"
2488,A2489,"C0001,C0008,C0018"
2489,A2490,"C0001,C0015,C0103"
2490,A2491,"C0001,C0008,C0062"
2491,A2492,"C0001,C0008,C0085"
2492,A2493,"C0001,C0008,C0053,C0001,C0009,C0099"
2493,A2494,"C0001,C0008,C0053"
2494,A2495,"C0001,C0014,C0068"
2495,A2496,"C0001,C0008,C0085"
2496,A2497,"C0001,C0008,C0064"
2497,A2498,"C0001,C0009,C0029"
2498,A2499,"C0001,C0008,C0032"
2499,A2500,"C0001,C0054,C0107"
2500,A2501,"C0001,C0008,C0085"
2501,A2502,"C0001,C0004,C0021"
2502,A2503,"C0001,C0008,C0085"
2503,A2504,"C0001,C0003,C0045"
2504,A2505,"C0001,C0008,C0058"
2505,A2506,"C0001,C0004,C0095"
2506,A2507,"C0001,C0016,C0033,C0127,C0001,C0016,C0033,C0133"
2507,A2508,"C0001,C0054,C0056"
2508,A2509,"C0001,C0008,C0058"
2509,A2510,"C0001,C0009,C0029,C0124,C0001,C0009,C0099"
2510,A2511,"C0001,C0008,C0078"
2511,A2512,"C0001,C0014,C0079"
2512,A2513,"C0001,C0016,C0092,C0134"
2513,A2514,"C0001,C0014,C0102"
2514,A2515,"C0001,C0008,C0058"
2515,A2516,"C0001,C0008,C0058"
2516,A2517,"C0001,C0004,C0049"
2517,A2518,"C0001,C0054,C0056"
2518,A2519,"C0001,C0008,C0058"
2519,A2520,"C0001,C0004,C0049"
2520,A2521,"C0001,C0011,C0059"
2521,A2522,"C0001,C0016,C0033,C0127"
2522,A2523,"C0001,C0016,C0033,C0126"
2523,A2524,"C0001,C0005,C0001,C0008,C0053,C0130"
2524,A2525,"C0001,C0011,C0087"
2525,A2526,"C0001,C0008,C0063"
2526,A2527,"C0001,C0054,C0110"
2527,A2528,"C0001,C0006,C0098"
2528,A2529,"C0001,C0008,C0063"
2529,A2530,"C0001,C0009,C0029,C0122,C0001,C0014,C0068"
2530,A2531,"C0001,C0004,C0095"
2531,A2532,"C0001,C0004,C0095"
2532,A2533,"C0001,C0008,C0066"
2533,A2534,"C0001,C0008,C0063"
2534,A2535,"C0001,C0011,C0070"
2535,A2536,"C0001,C0015,C0091"
2536,A2537,"C0001,C0003,C0030"
2537,A2538,"C0001,C0008,C0018"
2538,A2539,"C0001,C0008,C0063"
2539,A2540,"C0001,C0006,C0024"
2540,A2541,"C0001,C0006,C0098"
2541,A2542,"C0001,C0008,C0063"
2542,A2543,"C0001,C0006,C0050"
2543,A2544,"C0001,C0054,C0039"
2544,A2545,"C0001,C0016,C0028,C0120"
2545,A2546,"C0001,C0016,C0028,C0120"
2546,A2547,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
2547,A2548,"C0001,C0006,C0019,C0001,C0009,C0029,C0122"
2548,A2549,"C0001,C0054,C0031"
2549,A2550,"C0001,C0014,C0102"
2550,A2551,"C0001,C0004,C0042"
2551,A2552,"C0001,C0054,C0055"
2552,A2553,"C0001,C0008,C0085"
2553,A2554,"C0001,C0054,C0112"
2554,A2555,"C0001,C0009,C0020"
2555,A2556,"C0001,C0014,C0108"
2556,A2557,"C0001,C0014,C0089"
2557,A2558,"C0001,C0014,C0094"
2558,A2559,"C0001,C0014,C0089"
2559,A2560,"C0001,C0014,C0069"
2560,A2561,"C0001,C0014,C0068"
2561,A2562,"C0001,C0008,C0085"
2562,A2563,"C0001,C0016,C0028,C0141"
2563,A2564,"C0001,C0054,C0054"
2564,A2565,"C0001,C0014,C0026"
2565,A2566,"C0001,C0014,C0090"
2566,A2567,"C0001,C0014,C0089"
2567,A2568,"C0001,C0009,C0116"
2568,A2569,"C0001,C0016,C0092,C0142"
2569,A2570,"C0001,C0016,C0092,C0142"
2570,A2571,"C0001,C0016,C0028,C0135"
2571,A2572,"C0001,C0008,C0018"
2572,A2573,"C0001,C0016,C0033,C0127"
2573,A2574,"C0001,C0005,C0001,C0008,C0053,C0130"
2574,A2575,"C0001,C0008,C0053"
2575,A2576,"C0001,C0016,C0028,C0135"
2576,A2577,"C0001,C0014,C0114"
2577,A2578,"C0001,C0006,C0098"
2578,A2579,"C0001,C0008,C0053"
2579,A2580,"C0001,C0054,C0112"
2580,A2581,"C0001,C0006,C0098"
2581,A2582,"C0001,C0006,C0098"
2582,A2583,"C0001,C0008,C0063,C0001,C0006,C0105"
2583,A2584,"C0001,C0008,C0063,C0001,C0006,C0105"
2584,A2585,"C0001,C0008,C0063,C0001,C0006,C0105"
2585,A2586,"C0001,C0006,C0105"
2586,A2587,"C0001,C0008,C0062"
2587,A2588,"C0001,C0011,C0113"
2588,A2589,"C0001,C0014,C0079"
2589,A2590,"C0001,C0009,C0020,C0001,C0008,C0053"
2590,A2591,"C0001,C0009,C0020,C0001,C0008,C0032"
2591,A2592,"C0001,C0010,C0041"
2592,A2593,"C0001,C0008,C0085"
2593,A2594,"C0001,C0008,C0018,C0118,C0001,C0005"
2594,A2595,"C0001,C0011,C0093"
2595,A2596,"C0001,C0008,C0053"
2596,A2597,"C0001,C0025,C0026"
2597,A2598,"C0001,C0016,C0028,C0120"
2598,A2599,"C0001,C0008,C0018,C0001,C0008,C0065"
2599,A2600,"C0001,C0054,C0057"
2600,A2601,"C0001,C0006,C0098"
2601,A2602,"C0001,C0008,C0066"
2602,A2603,"C0001,C0009,C0029,C0122"
2603,A2604,"C0001,C0016,C0033,C0127"
2604,A2605,"C0001,C0016,C0092,C0129"
2605,A2606,"C0001,C0016,C0092,C0129"
2606,A2607,"C0001,C0016,C0028,C0120"
2607,A2608,"C0001,C0009,C0020"
2608,A2609,"C0001,C0014,C0094"
2609,A2610,"C0001,C0054,C0057"
2610,A2611,"C0001,C0014,C0094"
2611,A2612,"C0001,C0016,C0028,C0128"
2612,A2613,"C0001,C0016,C0028,C0141"
2613,A2614,"C0001,C0009,C0060"
2614,A2615,"C0001,C0016,C0028,C0135"
2615,A2616,"C0001,C0008,C0085"
2616,A2617,"C0001,C0008,C0018,C0118,C0001,C0005"
2617,A2618,"C0001,C0008,C0062,C0119,C0001,C0005"
2618,A2619,"C0001,C0009,C0029,C0122"
2619,A2620,"C0001,C0009,C0029,C0122"
2620,A2621,"C0001,C0014,C0102"
2621,A2622,"C0001,C0008,C0062,C0119,C0001,C0005"
2622,A2623,"C0001,C0008,C0018,C0118,C0001,C0005"
2623,A2624,"C0001,C0016,C0028,C0120"
2624,A2625,"C0001,C0005,C0001,C0008,C0053,C0130"
2625,A2626,"C0001,C0008,C0062"
2626,A2627,"C0001,C0016,C0028,C0128"
2627,A2628,"C0001,C0016,C0028,C0137"
2628,A2629,"C0001,C0016,C0028,C0128"
2629,A2630,"C0001,C0008,C0085"
2630,A2631,"C0001,C0054,C0057"
2631,A2632,"C0001,C0008,C0063"
2632,A2633,"C0001,C0054,C0110"
2633,A2634,"C0001,C0008,C0088"
2634,A2635,"C0001,C0016,C0033,C0127"
2635,A2636,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
2636,A2637,"C0001,C0009,C0086"
2637,A2638,"C0001,C0012"
2638,A2639,"C0001,C0008,C0062"
2639,A2640,"C0001,C0009,C0029,C0122"
2640,A2641,"C0001,C0014,C0068"
2641,A2642,"C0001,C0003,C0030"
2642,A2643,"C0001,C0014,C0094"
2643,A2644,"C0001,C0008,C0058"
2644,A2645,"C0001,C0008,C0018"
2645,A2646,"C0001,C0014,C0108"
2646,A2647,"C0001,C0014,C0102"
2647,A2648,"C0001,C0014,C0117"
2648,A2649,"C0001,C0014,C0061"
2649,A2650,"C0001,C0014,C0108"
2650,A2651,"C0001,C0014,C0094"
2651,A2652,"C0001,C0014,C0094"
2652,A2653,"C0001,C0008,C0063"
2653,A2654,"C0001,C0012"
2654,A2655,"C0001,C0016,C0028,C0136"
2655,A2656,"C0001,C0014,C0034"
2656,A2657,"C0001,C0054,C0039"
2657,A2658,"C0001,C0054,C0056,C0001,C0016,C0028,C0141"
2658,A2659,"C0001,C0014,C0068"
2659,A2660,"C0001,C0014,C0117"
2660,A2661,"C0001,C0006,C0024"
2661,A2662,"C0001,C0014,C0108"
2662,A2663,"C0001,C0003,C0030"
2663,A2664,"C0001,C0010,C0038"
2664,A2665,"C0001,C0016,C0092,C0144"
2665,A2666,"C0001,C0016,C0092,C0143"
2666,A2667,"C0001,C0016,C0092,C0143"
2667,A2668,"C0001,C0008,C0053"
2668,A2669,"C0001,C0008,C0064"
2669,A2670,"C0001,C0009,C0099,C0001,C0009,C0116"
2670,A2671,"C0001,C0009,C0029,C0123"
2671,A2672,"C0001,C0014,C0102"
2672,A2673,"C0001,C0014,C0094"
2673,A2674,"C0001,C0014,C0114"
2674,A2675,"C0001,C0014,C0108"
2675,A2676,"C0001,C0008,C0032,C0125,C0001,C0005"
2676,A2677,"C0001,C0014,C0089"
2677,A2678,"C0001,C0004,C0095"
2678,A2679,"C0001,C0009,C0029,C0121,C0001,C0014,C0079"
2679,A2680,"C0001,C0009,C0029,C0121,C0001,C0014,C0079"
2680,A2681,"C0001,C0009,C0029,C0121,C0001,C0014,C0079"
2681,A2682,"C0001,C0014,C0117"
2682,A2683,"C0001,C0009,C0029,C0123"
2683,A2684,"C0001,C0014,C0117"
2684,A2685,"C0001,C0008,C0018"
2685,A2686,"C0001,C0006,C0098"
2686,A2687,"C0001,C0004,C0075,C0001,C0054,C0112"
2687,A2688,"C0001,C0016,C0028,C0128"
2688,A2689,"C0001,C0016,C0033,C0126"
2689,A2690,"C0001,C0012"
2690,A2691,"C0001,C0012"
2691,A2692,"C0001,C0009,C0029,C0122"
2692,A2693,"C0001,C0012"
2693,A2694,"C0001,C0014,C0117"
2694,A2695,"C0001,C0016,C0092,C0134"
2695,A2696,"C0001,C0014,C0026"
2696,A2697,"C0001,C0008,C0066,C0001,C0008,C0085"
2697,A2698,"C0001,C0008,C0018,C0118,C0001,C0005"
2698,A2699,"C0001,C0008,C0018,C0118,C0001,C0005"
2699,A2700,"C0001,C0009,C0020"
2700,A2701,"C0001,C0009,C0076,C0001,C0009,C0116"
2701,A2702,"C0001,C0014,C0027"
2702,A2703,"C0001,C0014,C0069"
2703,A2704,"C0001,C0016,C0092,C0129"
2704,A2705,"C0001,C0009,C0020"
2705,A2706,"C0001,C0015,C0083"
2706,A2707,"C0001,C0008,C0018,C0118"
2707,A2708,"C0001,C0008,C0018"
2708,A2709,"C0001,C0013,C0089"
2709,A2710,"C0001,C0008,C0066"
2710,A2711,"C0001,C0016,C0028,C0135"
2711,A2712,"C0001,C0012"
2712,A2713,"C0001,C0054,C0056"
2713,A2714,"C0001,C0015,C0103"
2714,A2715,"C0001,C0016,C0092,C0134"
2715,A2716,"C0001,C0009,C0076"
2716,A2717,"C0001,C0016,C0028,C0135"
2717,A2718,"C0001,C0009,C0029,C0122"
2718,A2719,"C0001,C0009,C0029,C0122,C0001,C0011,C0073"
2719,A2720,"C0001,C0009,C0029,C0122,C0001,C0013,C0082"
2720,A2721,"C0001,C0008,C0058"
2721,A2722,"C0001,C0054,C0039"
2722,A2723,"C0001,C0016,C0033,C0127"
2723,A2724,"C0001,C0008,C0062"
2724,A2725,"C0001,C0008,C0064"
2725,A2726,"C0001,C0016,C0033,C0127"
2726,A2727,"C0001,C0008,C0063"
2727,A2728,"C0001,C0016,C0028,C0135"
2728,A2729,"C0001,C0016,C0028,C0131"
2729,A2730,"C0001,C0016,C0028,C0141"
2730,A2731,"C0001,C0016,C0033,C0126"
2731,A2732,"C0001,C0003,C0048,C0001,C0004,C0095"
2732,A2733,"C0001,C0009,C0029,C0122"
2733,A2734,"C0001,C0016,C0033,C0127"
2734,A2735,"C0001,C0016,C0092,C0144"
2735,A2736,"C0001,C0008,C0085"
2736,A2737,"C0001,C0011,C0059"
2737,A2738,"C0001,C0009,C0020"
2738,A2739,"C0001,C0008,C0088"
2739,A2740,"C0001,C0016,C0033,C0133"
2740,A2741,"C0001,C0016,C0033,C0138"
2741,A2742,"C0001,C0008,C0066"
2742,A2743,"C0001,C0016,C0092,C0142"
2743,A2744,"C0001,C0016,C0092,C0142"
2744,A2745,"C0001,C0008,C0084"
2745,A2746,"C0001,C0008,C0035"
2746,A2747,"C0001,C0016,C0092,C0142"
2747,A2748,"C0001,C0005,C0001,C0008,C0085"
2748,A2749,"C0001,C0008,C0085"
2749,A2750,"C0001,C0008,C0085"
2750,A2751,"C0001,C0014,C0034"
2751,A2752,"C0001,C0014,C0108"
2752,A2753,"C0001,C0014,C0102"
2753,A2754,"C0001,C0014,C0069"
2754,A2755,"C0001,C0014,C0026"
2755,A2756,"C0001,C0008,C0085"
2756,A2757,"C0001,C0014,C0108"
2757,A2758,"C0001,C0016,C0028,C0128"
2758,A2759,"C0001,C0006,C0050"
2759,A2760,"C0001,C0003,C0037,C0001,C0010,C0106"
2760,A2761,"C0001,C0010,C0106"
2761,A2762,"C0001,C0009,C0060"
2762,A2763,"C0001,C0008,C0058"
2763,A2764,"C0001,C0008,C0064"
2764,A2765,"C0001,C0014,C0117"
2765,A2766,"C0001,C0014,C0094"
2766,A2767,"C0001,C0008,C0053"
2767,A2768,"C0001,C0014,C0089"
2768,A2769,"C0001,C0016,C0028,C0135"
2769,A2770,"C0001,C0004,C0095"
2770,A2771,"C0001,C0009,C0076"
2771,A2772,"C0001,C0009,C0076"
2772,A2773,"C0001,C0009,C0076"
2773,A2774,"C0001,C0009,C0076"
2774,A2775,"C0001,C0054,C0047"
2775,A2776,"C0001,C0016,C0028,C0141"
2776,A2777,"C0001,C0054,C0047"
2777,A2778,"C0001,C0016,C0092,C0142"
2778,A2779,"C0001,C0014,C0114"
2779,A2780,"C0001,C0008,C0063"
2780,A2781,"C0001,C0015,C0091"
2781,A2782,"C0001,C0008,C0078"
2782,A2783,"C0001,C0009,C0020"
2783,A2784,"C0001,C0006,C0105"
2784,A2785,"C0001,C0003,C0048"
2785,A2786,"C0001,C0003,C0030"
2786,A2787,"C0001,C0016,C0028,C0128"
2787,A2788,"C0001,C0008,C0085"
2788,A2789,"C0001,C0008,C0085"
2789,A2790,"C0001,C0009,C0020"
2790,A2791,"C0001,C0054,C0112"
2791,A2792,"C0001,C0008,C0066"
2792,A2793,"C0001,C0016,C0092,C0143"
2793,A2794,"C0001,C0016,C0028,C0141"
2794,A2795,"C0001,C0014,C0017"
2795,A2796,"C0001,C0008,C0085"
2796,A2797,"C0001,C0008,C0085"
2797,A2798,"C0001,C0016,C0028,C0120"
2798,A2799,"C0001,C0016,C0028,C0131"
2799,A2800,"C0001,C0016,C0028,C0132"
2800,A2801,"C0001,C0016,C0028,C0137"
2801,A2802,"C0001,C0013,C0081"
2802,A2803,"C0001,C0009,C0060"
2803,A2804,"C0001,C0011,C0093"
2804,A2805,"C0001,C0008,C0018"
2805,A2806,"C0001,C0008,C0078"
2806,A2807,"C0001,C0005,C0001,C0008,C0053,C0130"
2807,A2808,"C0001,C0008,C0088"
2808,A2809,"C0001,C0016,C0028,C0137"
2809,A2810,"C0001,C0016,C0033,C0127"
2810,A2811,"C0001,C0016,C0092,C0134"
2811,A2812,"C0001,C0025,C0025"
2812,A2813,"C0001,C0005,C0001,C0008,C0053,C0130"
2813,A2814,"C0001,C0054,C0109"
2814,A2815,"C0001,C0004,C0095"
2815,A2816,"C0001,C0004,C0095"
2816,A2817,"C0001,C0016,C0028,C0141"
2817,A2818,"C0001,C0003,C0045"
2818,A2819,"C0001,C0009,C0020"
2819,A2820,"C0001,C0009,C0020"
2820,A2821,"C0001,C0008,C0062"
2821,A2822,"C0001,C0016,C0028,C0137"
2822,A2823,"C0001,C0016,C0028,C0137"
2823,A2824,"C0001,C0016,C0028,C0128"
2824,A2825,"C0001,C0054,C0057"
2825,A2826,"C0001,C0008,C0018"
2826,A2827,"C0001,C0005,C0001,C0008,C0053,C0130"
2827,A2828,"C0001,C0008,C0032"
2828,A2829,"C0001,C0008,C0085"
2829,A2830,"C0001,C0006,C0098"
2830,A2831,"C0001,C0008,C0032,C0125,C0001,C0005"
2831,A2832,"C0001,C0054,C0112"
2832,A2833,"C0001,C0016,C0092,C0142"
2833,A2834,"C0001,C0016,C0092,C0143"
2834,A2835,"C0001,C0010,C0041"
2835,A2836,"C0001,C0008,C0063"
2836,A2837,"C0001,C0016,C0028,C0120"
2837,A2838,"C0001,C0008,C0063"
2838,A2839,"C0001,C0054,C0112"
2839,A2840,"C0001,C0016,C0028,C0141"
2840,A2841,"C0001,C0015,C0103"
2841,A2842,"C0001,C0009,C0086"
2842,A2843,"C0001,C0008,C0018,C0118,C0001,C0005"
2843,A2844,"C0001,C0016,C0033,C0126,C0001,C0016,C0028,C0135"
2844,A2845,"C0001,C0054,C0100"
2845,A2846,"C0001,C0025,C0025"
2846,A2847,"C0001,C0008,C0063"
2847,A2848,"C0001,C0015,C0103"
2848,A2849,"C0001,C0016,C0028,C0141"
2849,A2850,"C0001,C0014,C0102"
2850,A2851,"C0001,C0016,C0092,C0134"
2851,A2852,"C0001,C0008,C0085"
2852,A2853,"C0001,C0008,C0058,C0001,C0008,C0062"
2853,A2854,"C0001,C0008,C0018"
2854,A2855,"C0001,C0008,C0018"
2855,A2856,"C0001,C0008,C0064"
2856,A2857,"C0001,C0008,C0062"
2857,A2858,"C0001,C0008,C0085"
2858,A2859,"C0001,C0008,C0085"
2859,A2860,"C0001,C0008,C0085"
2860,A2861,"C0001,C0008,C0062"
2861,A2862,"C0001,C0008,C0053"
2862,A2863,"C0001,C0016,C0028,C0137"
2863,A2864,"C0001,C0008,C0018,C0118,C0001,C0005"
2864,A2865,"C0001,C0010,C0106"
2865,A2866,"C0001,C0016,C0092,C0142"
2866,A2867,"C0001,C0014,C0102"
2867,A2868,"C0001,C0014,C0108"
2868,A2869,"C0001,C0014,C0094"
2869,A2870,"C0001,C0014,C0117"
2870,A2871,"C0001,C0014,C0027"
2871,A2872,"C0001,C0004,C0044"
2872,A2873,"C0001,C0016,C0028,C0135"
2873,A2874,"C0001,C0016,C0028,C0132"
2874,A2875,"C0001,C0008,C0062"
2875,A2876,"C0001,C0009,C0023"
2876,A2877,"C0001,C0008,C0053"
2877,A2878,"C0001,C0008,C0064"
2878,A2879,"C0001,C0008,C0065"
2879,A2880,"C0001,C0013,C0082"
2880,A2881,"C0001,C0013,C0082"
2881,A2882,"C0001,C0013,C0082"
2882,A2883,"C0001,C0013,C0082"
2883,A2884,"C0001,C0013,C0082"
2884,A2885,"C0001,C0013,C0082"
2885,A2886,"C0001,C0013,C0082"
2886,A2887,"C0001,C0013,C0082"
2887,A2888,"C0001,C0013,C0082"
2888,A2889,"C0001,C0013,C0082"
2889,A2890,"C0001,C0013,C0082"
2890,A2891,"C0001,C0013,C0082"
2891,A2892,"C0001,C0013,C0082"
2892,A2893,"C0001,C0013,C0082"
2893,A2894,"C0001,C0013,C0082"
2894,A2895,"C0001,C0013,C0082"
2895,A2896,"C0001,C0013,C0082"
2896,A2897,"C0001,C0013,C0082"
2897,A2898,"C0001,C0013,C0080"
2898,A2899,"C0001,C0016,C0028,C0141"
2899,A2900,"C0001,C0054,C0056"
2900,A2901,"C0001,C0016,C0028,C0128"
2901,A2902,"C0001,C0008,C0062,C0119,C0001,C0005"
2902,A2903,"C0001,C0016,C0028,C0132"
2903,A2904,"C0001,C0016,C0028,C0135"
2904,A2905,"C0001,C0016,C0028,C0135"
2905,A2906,"C0001,C0015,C0091"
2906,A2907,"C0001,C0011,C0073"
2907,A2908,"C0001,C0016,C0028,C0136"
2908,A2909,"C0001,C0004,C0095"
2909,A2910,"C0001,C0014,C0108"
2910,A2911,"C0001,C0009,C0099"
2911,A2912,"C0001,C0011,C0070"
2912,A2913,"C0001,C0008,C0018"
2913,A2914,"C0001,C0016,C0028,C0137"
2914,A2915,"C0001,C0015,C0046"
2915,A2916,"C0001,C0008,C0018,C0118,C0001,C0005"
2916,A2917,"C0001,C0016,C0028,C0135"
2917,A2918,"C0001,C0014,C0068"
2918,A2919,"C0001,C0009,C0096"
2919,A2920,"C0001,C0010,C0115"
2920,A2921,"C0001,C0012"
2921,A2922,"C0001,C0008,C0085"
2922,A2923,"C0001,C0014,C0017"
2923,A2924,"C0001,C0008,C0062"
2924,A2925,"C0001,C0013,C0081"
2925,A2926,"C0001,C0006,C0024,C0001,C0025,C0025"
2926,A2927,"C0001,C0054,C0109"
2927,A2928,"C0001,C0008,C0063"
2928,A2929,"C0001,C0004,C0044,C0001,C0004,C0095"
2929,A2930,"C0001,C0004,C0044"
2930,A2931,"C0001,C0008,C0066"
2931,A2932,"C0001,C0003,C0030,C0001,C0016,C0033,C0126"
2932,A2933,"C0001,C0016,C0028,C0131"
2933,A2934,"C0001,C0016,C0028,C0132"
2934,A2935,"C0001,C0008,C0064"
2935,A2936,"C0001,C0009,C0116"
2936,A2937,"C0001,C0008,C0085"
2937,A2938,"C0001,C0009,C0116"
2938,A2939,"C0001,C0009,C0116"
2939,A2940,"C0001,C0054,C0054"
2940,A2941,"C0001,C0008,C0062"
2941,A2942,"C0001,C0054,C0112"
2942,A2943,"C0001,C0014,C0061"
2943,A2944,"C0001,C0014,C0089"
2944,A2945,"C0001,C0014,C0094"
2945,A2946,"C0001,C0016,C0028,C0140"
2946,A2947,"C0001,C0025,C0025"
2947,A2948,"C0001,C0016,C0033,C0127"
2948,A2949,"C0001,C0016,C0033,C0127"
2949,A2950,"C0001,C0008,C0062,C0119,C0001,C0005"
2950,A2951,"C0001,C0016,C0028,C0141"
2951,A2952,"C0001,C0016,C0028,C0135"
2952,A2953,"C0001,C0016,C0092,C0144"
2953,A2954,"C0001,C0016,C0033,C0127"
2954,A2955,"C0001,C0054,C0107"
2955,A2956,"C0001,C0005,C0001,C0008,C0053,C0130"
2956,A2957,"C0001,C0008,C0032,C0125,C0001,C0005"
2957,A2958,"C0001,C0016,C0092,C0134"
2958,A2959,"C0001,C0008,C0064"
2959,A2960,"C0001,C0008,C0062"
2960,A2961,"C0001,C0054,C0110"
2961,A2962,"C0001,C0008,C0063"
2962,A2963,"C0001,C0008,C0085"
2963,A2964,"C0001,C0006,C0098"
2964,A2965,"C0001,C0005,C0001,C0008,C0064"
2965,A2966,"C0001,C0016,C0092,C0142"
2966,A2967,"C0001,C0008,C0085"
2967,A2968,"C0001,C0008,C0063"
2968,A2969,"C0001,C0008,C0063"
2969,A2970,"C0001,C0054,C0031"
2970,A2971,"C0001,C0004,C0075"
2971,A2972,"C0001,C0054,C0112"
2972,A2973,"C0001,C0008,C0085"
2973,A2974,"C0001,C0008,C0032,C0125,C0001,C0005"
2974,A2975,"C0001,C0014,C0090"
2975,A2976,"C0001,C0014,C0089"
2976,A2977,"C0001,C0025,C0026"
2977,A2978,"C0001,C0016,C0033,C0127"
2978,A2979,"C0001,C0016,C0028,C0137"
2979,A2980,"C0001,C0014,C0027"
2980,A2981,"C0001,C0014,C0027"
2981,A2982,"C0001,C0016,C0028,C0141"
2982,A2983,"C0001,C0008,C0018,C0118,C0001,C0005"
2983,A2984,"C0001,C0008,C0018"
2984,A2985,"C0001,C0008,C0018,C0118,C0001,C0005"
2985,A2986,"C0001,C0016,C0028,C0120"
2986,A2987,"C0001,C0014,C0027,C0001,C0014,C0051"
2987,A2988,"C0001,C0014,C0089"
2988,A2989,"C0001,C0008,C0018"
2989,A2990,"C0001,C0013,C0081"
2990,A2991,"C0001,C0011,C0087"
2991,A2992,"C0001,C0003,C0037,C0001,C0054,C0039"
2992,A2993,"C0001,C0054,C0039"
2993,A2994,"C0001,C0054,C0039"
2994,A2995,"C0001,C0016,C0033,C0127"
2995,A2996,"C0001,C0013,C0089"
2996,A2997,"C0001,C0016,C0033,C0133,C0001,C0008,C0066"
2997,A2998,"C0001,C0016,C0033,C0127"
2998,A2999,"C0001,C0016,C0028,C0132,C0001,C0016,C0033,C0133"
2999,A3000,"C0001,C0016,C0028,C0132,C0001,C0016,C0033,C0133"
3000,A3001,"C0001,C0008,C0064"
3001,A3002,"C0001,C0011,C0072"
3002,A3003,"C0001,C0004,C0042"
3003,A3004,"C0001,C0016,C0033,C0127"
3004,A3005,"C0001,C0011,C0070"
