,Length of Human Path,Length of Shortest Path,Ratio of Human to Shortest Path
1057,4,3.0,1.3333333333333333
1058,3,3.0,1.0
1059,3,3.0,1.0
1060,3,3.0,1.0
1061,4,4.0,1.0
1062,9,3.0,3.0
1063,8,3.0,2.6666666666666665
1064,4,3.0,1.3333333333333333
1065,5,3.0,1.6666666666666667
1066,4,3.0,1.3333333333333333
1067,5,4.0,1.25
1068,7,5.0,1.4
1069,9,5.0,1.8
1070,11,5.0,2.2
1071,4,4.0,1.0
1072,6,3.0,2.0
1073,5,4.0,1.25
1074,4,4.0,1.0
1075,5,4.0,1.25
1076,6,3.0,2.0
1077,6,3.0,2.0
1078,11,5.0,2.2
1079,5,5.0,1.0
1080,9,5.0,1.8
1081,9,5.0,1.8
1082,6,5.0,1.2
1083,6,3.0,2.0
1084,8,4.0,2.0
1085,8,6.0,1.3333333333333333
1086,4,3.0,1.3333333333333333
1087,3,3.0,1.0
1088,3,3.0,1.0
1089,4,4.0,1.0
1090,6,4.0,1.5
1091,4,4.0,1.0
1092,7,5.0,1.4
1093,8,5.0,1.6
1094,5,5.0,1.0
1095,7,5.0,1.4
1096,7,5.0,1.4
1097,13,5.0,2.6
1098,6,5.0,1.2
1099,6,5.0,1.2
1100,10,4.0,2.5
1101,6,4.0,1.5
1102,4,4.0,1.0
1103,4,4.0,1.0
1104,4,4.0,1.0
1105,4,4.0,1.0
1106,2,2.0,1.0
1107,4,3.0,1.3333333333333333
1108,3,3.0,1.0
1109,8,4.0,2.0
1110,4,4.0,1.0
1111,6,4.0,1.5
1112,5,4.0,1.25
1113,7,4.0,1.75
1114,6,4.0,1.5
1115,6,4.0,1.5
1116,5,4.0,1.25
1117,5,4.0,1.25
1118,11,4.0,2.75
1119,6,4.0,1.5
1120,5,4.0,1.25
1121,6,4.0,1.5
1122,6,4.0,1.5
1123,7,4.0,1.75
1124,7,4.0,1.75
1125,6,4.0,1.5
1126,5,4.0,1.25
1127,5,4.0,1.25
1128,6,4.0,1.5
1129,5,4.0,1.25
1130,5,4.0,1.25
1131,5,4.0,1.25
1132,7,4.0,1.75
1133,4,4.0,1.0
1134,4,4.0,1.0
1135,5,4.0,1.25
1136,4,4.0,1.0
1137,4,4.0,1.0
1138,6,4.0,1.5
1139,6,4.0,1.5
1140,6,4.0,1.5
1141,6,4.0,1.5
1142,5,4.0,1.25
1143,6,4.0,1.5
1144,5,4.0,1.25
1145,5,4.0,1.25
1146,7,4.0,1.75
1147,6,4.0,1.5
1148,4,4.0,1.0
1149,5,4.0,1.25
1150,9,4.0,2.25
1151,7,4.0,1.75
1152,6,4.0,1.5
1153,4,4.0,1.0
1154,6,4.0,1.5
1155,5,4.0,1.25
1156,17,4.0,4.25
1157,7,4.0,1.75
1158,8,4.0,2.0
1159,4,4.0,1.0
1160,4,4.0,1.0
1161,6,4.0,1.5
1162,4,4.0,1.0
1163,15,5.0,3.0
1164,6,5.0,1.2
1165,6,5.0,1.2
1166,7,5.0,1.4
1167,5,5.0,1.0
1168,5,5.0,1.0
1169,8,5.0,1.6
1170,6,5.0,1.2
1171,6,5.0,1.2
1172,5,5.0,1.0
1173,5,5.0,1.0
1174,5,5.0,1.0
1175,6,5.0,1.2
1176,5,5.0,1.0
1177,6,5.0,1.2
1178,5,5.0,1.0
1179,5,5.0,1.0
1180,5,5.0,1.0
1181,5,5.0,1.0
1182,5,5.0,1.0
1183,3,3.0,1.0
1184,4,4.0,1.0
1185,4,4.0,1.0
1186,15,4.0,3.75
1187,4,4.0,1.0
1188,9,4.0,2.25
1189,8,3.0,2.6666666666666665
1190,10,3.0,3.3333333333333335
1191,7,3.0,2.3333333333333335
1192,9,3.0,3.0
1193,7,3.0,2.3333333333333335
1194,5,4.0,1.25
1195,5,4.0,1.25
1196,5,4.0,1.25
1197,6,4.0,1.5
1198,5,4.0,1.25
1199,6,4.0,1.5
1200,7,4.0,1.75
1201,5,4.0,1.25
1202,4,3.0,1.3333333333333333
1203,10,3.0,3.3333333333333335
1204,5,3.0,1.6666666666666667
1205,3,3.0,1.0
1206,3,3.0,1.0
1207,3,3.0,1.0
1208,8,4.0,2.0
1209,6,4.0,1.5
1210,6,4.0,1.5
1211,7,5.0,1.4
1212,7,5.0,1.4
1213,8,5.0,1.6
1214,3,3.0,1.0
1215,5,3.0,1.6666666666666667
1216,7,3.0,2.3333333333333335
1217,9,3.0,3.0
1218,5,3.0,1.6666666666666667
1219,7,4.0,1.75
1220,4,4.0,1.0
1221,4,3.0,1.3333333333333333
1222,4,3.0,1.3333333333333333
1223,5,3.0,1.6666666666666667
1224,4,3.0,1.3333333333333333
1225,3,3.0,1.0
1226,10,5.0,2.0
1227,5,4.0,1.25
1228,17,4.0,4.25
1229,7,4.0,1.75
1230,6,4.0,1.5
1231,8,4.0,2.0
1232,7,4.0,1.75
1233,5,3.0,1.6666666666666667
1234,6,3.0,2.0
1235,4,3.0,1.3333333333333333
1236,4,3.0,1.3333333333333333
1237,4,3.0,1.3333333333333333
1238,10,4.0,2.5
1239,5,4.0,1.25
1240,5,4.0,1.25
1241,5,4.0,1.25
1242,10,5.0,2.0
1243,5,5.0,1.0
1244,7,4.0,1.75
1245,3,3.0,1.0
1246,7,4.0,1.75
1247,4,4.0,1.0
1248,21,4.0,5.25
1249,16,4.0,4.0
1250,5,4.0,1.25
1251,5,3.0,1.6666666666666667
1252,5,3.0,1.6666666666666667
1253,4,4.0,1.0
1254,4,4.0,1.0
1255,7,4.0,1.75
1256,22,4.0,5.5
1257,10,4.0,2.5
1258,10,4.0,2.5
1259,6,4.0,1.5
1260,9,4.0,2.25
1261,3,3.0,1.0
1262,6,2.0,3.0
1263,2,2.0,1.0
1264,6,4.0,1.5
1265,11,4.0,2.75
1266,4,4.0,1.0
1267,4,3.0,1.3333333333333333
1268,5,4.0,1.25
1269,6,4.0,1.5
1270,7,4.0,1.75
1271,6,4.0,1.5
1272,7,4.0,1.75
1273,6,4.0,1.5
1274,4,4.0,1.0
1275,9,4.0,2.25
1276,8,4.0,2.0
1277,6,4.0,1.5
1278,6,4.0,1.5
1279,7,4.0,1.75
1280,6,4.0,1.5
1281,6,4.0,1.5
1282,4,4.0,1.0
1283,5,4.0,1.25
1284,10,4.0,2.5
1285,5,4.0,1.25
1286,7,4.0,1.75
1287,3,3.0,1.0
1288,4,4.0,1.0
1289,8,3.0,2.6666666666666665
1290,5,3.0,1.6666666666666667
1291,3,3.0,1.0
1292,5,3.0,1.6666666666666667
1293,7,3.0,2.3333333333333335
1294,4,3.0,1.3333333333333333
1295,6,3.0,2.0
1296,3,3.0,1.0
1297,3,3.0,1.0
1298,5,3.0,1.6666666666666667
1299,3,3.0,1.0
1300,3,3.0,1.0
1301,4,3.0,1.3333333333333333
1302,9,5.0,1.8
1303,6,5.0,1.2
1304,8,4.0,2.0
1305,5,4.0,1.25
1306,6,5.0,1.2
1307,5,3.0,1.6666666666666667
1308,6,4.0,1.5
1309,5,4.0,1.25
1310,5,4.0,1.25
1311,7,4.0,1.75
1312,4,4.0,1.0
1313,6,4.0,1.5
1314,11,4.0,2.75
1315,7,3.0,2.3333333333333335
1316,4,3.0,1.3333333333333333
1317,4,4.0,1.0
1318,4,3.0,1.3333333333333333
1319,5,3.0,1.6666666666666667
1320,4,3.0,1.3333333333333333
1321,3,3.0,1.0
1322,5,3.0,1.6666666666666667
1323,4,3.0,1.3333333333333333
1324,6,4.0,1.5
1325,5,4.0,1.25
1326,5,4.0,1.25
1327,4,4.0,1.0
1328,4,4.0,1.0
1329,7,6.0,1.1666666666666667
1330,6,6.0,1.0
1331,7,4.0,1.75
1332,3,3.0,1.0
1333,10,4.0,2.5
1334,5,3.0,1.6666666666666667
1335,5,4.0,1.25
1336,5,4.0,1.25
1337,6,4.0,1.5
1338,4,4.0,1.0
1339,10,4.0,2.5
1340,11,4.0,2.75
1341,6,4.0,1.5
1342,5,4.0,1.25
1343,5,4.0,1.25
1344,6,4.0,1.5
1345,4,4.0,1.0
1346,5,3.0,1.6666666666666667
1347,8,4.0,2.0
1348,4,4.0,1.0
1349,6,4.0,1.5
1350,7,4.0,1.75
1351,4,4.0,1.0
1352,4,4.0,1.0
1353,4,4.0,1.0
1354,8,3.0,2.6666666666666665
1355,4,3.0,1.3333333333333333
1356,6,3.0,2.0
1357,5,3.0,1.6666666666666667
1358,6,3.0,2.0
1359,4,3.0,1.3333333333333333
1360,3,3.0,1.0
1361,3,3.0,1.0
1362,6,3.0,2.0
1363,6,3.0,2.0
1364,3,3.0,1.0
1365,3,3.0,1.0
1366,5,3.0,1.6666666666666667
1367,4,3.0,1.3333333333333333
1368,4,3.0,1.3333333333333333
1369,5,3.0,1.6666666666666667
1370,5,3.0,1.6666666666666667
1371,3,3.0,1.0
1372,3,3.0,1.0
1373,5,3.0,1.6666666666666667
1374,4,3.0,1.3333333333333333
1375,3,3.0,1.0
1376,3,3.0,1.0
1377,4,3.0,1.3333333333333333
1378,2,2.0,1.0
1379,2,2.0,1.0
1380,2,2.0,1.0
1381,2,2.0,1.0
1382,2,2.0,1.0
1383,2,2.0,1.0
1384,2,2.0,1.0
1385,2,2.0,1.0
1386,2,2.0,1.0
1387,2,2.0,1.0
1388,2,2.0,1.0
1389,4,4.0,1.0
1390,14,7.0,2.0
1391,9,7.0,1.2857142857142858
1392,26,7.0,3.7142857142857144
1393,14,7.0,2.0
1394,5,4.0,1.25
1395,4,4.0,1.0
1396,5,4.0,1.25
1397,6,4.0,1.5
1398,5,4.0,1.25
1399,5,4.0,1.25
1400,9,4.0,2.25
1401,7,4.0,1.75
1402,6,4.0,1.5
1403,4,4.0,1.0
1404,7,4.0,1.75
1405,5,4.0,1.25
1406,7,4.0,1.75
1407,5,4.0,1.25
1408,6,4.0,1.5
1409,6,4.0,1.5
1410,4,4.0,1.0
1411,4,4.0,1.0
1412,5,4.0,1.25
1413,5,4.0,1.25
1414,5,4.0,1.25
1415,5,4.0,1.25
1416,4,4.0,1.0
1417,4,4.0,1.0
1418,4,4.0,1.0
1419,4,4.0,1.0
1420,4,4.0,1.0
1421,5,4.0,1.25
1422,4,4.0,1.0
1423,4,4.0,1.0
1424,4,4.0,1.0
1425,4,4.0,1.0
1426,4,4.0,1.0
1427,4,4.0,1.0
1428,4,4.0,1.0
1429,4,4.0,1.0
1430,6,4.0,1.5
1431,6,4.0,1.5
1432,6,4.0,1.5
1433,5,4.0,1.25
1434,6,4.0,1.5
1435,4,4.0,1.0
1436,5,4.0,1.25
1437,7,4.0,1.75
1438,6,4.0,1.5
1439,7,4.0,1.75
1440,5,4.0,1.25
1441,5,4.0,1.25
1442,4,4.0,1.0
1443,4,4.0,1.0
1444,5,4.0,1.25
1445,6,4.0,1.5
1446,5,4.0,1.25
1447,6,4.0,1.5
1448,7,4.0,1.75
1449,5,4.0,1.25
1450,5,4.0,1.25
1451,5,4.0,1.25
1452,8,4.0,2.0
1453,5,4.0,1.25
1454,5,4.0,1.25
1455,5,4.0,1.25
1456,5,4.0,1.25
1457,6,4.0,1.5
1458,6,4.0,1.5
1459,5,4.0,1.25
1460,5,4.0,1.25
1461,4,4.0,1.0
1462,5,4.0,1.25
1463,4,4.0,1.0
1464,4,4.0,1.0
1465,6,4.0,1.5
1466,7,4.0,1.75
1467,5,4.0,1.25
1468,5,4.0,1.25
1469,6,4.0,1.5
1470,6,4.0,1.5
1471,4,4.0,1.0
1472,4,4.0,1.0
1473,5,4.0,1.25
1474,5,4.0,1.25
1475,4,4.0,1.0
1476,5,4.0,1.25
1477,4,4.0,1.0
1478,7,4.0,1.75
1479,6,4.0,1.5
1480,4,4.0,1.0
1481,5,4.0,1.25
1482,5,4.0,1.25
1483,5,4.0,1.25
1484,7,4.0,1.75
1485,5,4.0,1.25
1486,6,4.0,1.5
1487,4,4.0,1.0
1488,5,4.0,1.25
1489,4,4.0,1.0
1490,6,4.0,1.5
1491,5,4.0,1.25
1492,5,4.0,1.25
1493,8,4.0,2.0
1494,6,4.0,1.5
1495,5,4.0,1.25
1496,5,4.0,1.25
1497,6,4.0,1.5
1498,4,4.0,1.0
1499,5,4.0,1.25
1500,4,4.0,1.0
1501,4,4.0,1.0
1502,5,4.0,1.25
1503,4,4.0,1.0
1504,6,4.0,1.5
1505,8,4.0,2.0
1506,5,4.0,1.25
1507,5,4.0,1.25
1508,5,4.0,1.25
1509,8,4.0,2.0
1510,4,4.0,1.0
1511,6,4.0,1.5
1512,4,4.0,1.0
1513,4,4.0,1.0
1514,8,4.0,2.0
1515,4,4.0,1.0
1516,4,4.0,1.0
1517,4,4.0,1.0
1518,4,4.0,1.0
1519,5,4.0,1.25
1520,4,4.0,1.0
1521,7,4.0,1.75
1522,6,4.0,1.5
1523,5,4.0,1.25
1524,5,4.0,1.25
1525,5,4.0,1.25
1526,4,4.0,1.0
1527,5,4.0,1.25
1528,6,4.0,1.5
1529,5,4.0,1.25
1530,5,4.0,1.25
1531,5,4.0,1.25
1532,6,4.0,1.5
1533,7,4.0,1.75
1534,5,4.0,1.25
1535,6,4.0,1.5
1536,4,4.0,1.0
1537,5,4.0,1.25
1538,4,4.0,1.0
1539,5,4.0,1.25
1540,6,4.0,1.5
1541,5,4.0,1.25
1542,5,4.0,1.25
1543,5,4.0,1.25
1544,6,4.0,1.5
1545,7,4.0,1.75
1546,6,4.0,1.5
1547,4,4.0,1.0
1548,5,4.0,1.25
1549,9,4.0,2.25
1550,5,4.0,1.25
1551,4,4.0,1.0
1552,8,4.0,2.0
1553,5,4.0,1.25
1554,23,4.0,5.75
1555,6,4.0,1.5
1556,14,4.0,3.5
1557,5,4.0,1.25
1558,5,4.0,1.25
1559,5,4.0,1.25
1560,5,4.0,1.25
1561,5,4.0,1.25
1562,5,4.0,1.25
1563,5,4.0,1.25
1564,5,4.0,1.25
1565,5,4.0,1.25
1566,5,4.0,1.25
1567,5,4.0,1.25
1568,5,4.0,1.25
1569,5,4.0,1.25
1570,5,4.0,1.25
1571,5,4.0,1.25
1572,5,4.0,1.25
1573,5,4.0,1.25
1574,5,4.0,1.25
1575,5,4.0,1.25
1576,5,4.0,1.25
1577,5,4.0,1.25
1578,5,4.0,1.25
1579,5,4.0,1.25
1580,5,4.0,1.25
1581,5,4.0,1.25
1582,5,4.0,1.25
1583,5,4.0,1.25
1584,5,4.0,1.25
1585,5,4.0,1.25
1586,5,4.0,1.25
1587,5,4.0,1.25
1588,5,4.0,1.25
1589,5,4.0,1.25
1590,5,4.0,1.25
1591,5,4.0,1.25
1592,5,4.0,1.25
1593,5,4.0,1.25
1594,5,4.0,1.25
1595,6,4.0,1.5
1596,18,4.0,4.5
1597,6,4.0,1.5
1598,5,4.0,1.25
1599,6,4.0,1.5
1600,7,4.0,1.75
1601,6,4.0,1.5
1602,9,4.0,2.25
1603,5,4.0,1.25
1604,6,4.0,1.5
1605,6,4.0,1.5
1606,7,4.0,1.75
1607,4,4.0,1.0
1608,16,4.0,4.0
1609,13,4.0,3.25
1610,8,4.0,2.0
1611,7,4.0,1.75
1612,8,4.0,2.0
1613,7,4.0,1.75
1614,6,4.0,1.5
1615,7,4.0,1.75
1616,4,4.0,1.0
1617,7,4.0,1.75
1618,8,4.0,2.0
1619,5,4.0,1.25
1620,11,4.0,2.75
1621,8,4.0,2.0
1622,4,4.0,1.0
1623,8,4.0,2.0
1624,9,4.0,2.25
1625,6,4.0,1.5
1626,8,4.0,2.0
1627,4,4.0,1.0
1628,7,4.0,1.75
1629,6,4.0,1.5
1630,6,4.0,1.5
1631,8,4.0,2.0
1632,8,4.0,2.0
1633,6,4.0,1.5
1634,6,4.0,1.5
1635,7,4.0,1.75
1636,5,4.0,1.25
1637,5,4.0,1.25
1638,5,4.0,1.25
1639,10,4.0,2.5
1640,8,4.0,2.0
1641,7,4.0,1.75
1642,9,4.0,2.25
1643,13,4.0,3.25
1644,8,4.0,2.0
1645,4,4.0,1.0
1646,6,4.0,1.5
1647,5,4.0,1.25
1648,6,4.0,1.5
1649,7,4.0,1.75
1650,5,4.0,1.25
1651,6,4.0,1.5
1652,8,4.0,2.0
1653,8,4.0,2.0
1654,8,4.0,2.0
1655,7,4.0,1.75
1656,11,4.0,2.75
1657,7,4.0,1.75
1658,4,4.0,1.0
1659,7,4.0,1.75
1660,6,4.0,1.5
1661,5,4.0,1.25
1662,8,4.0,2.0
1663,6,4.0,1.5
1664,4,4.0,1.0
1665,9,4.0,2.25
1666,7,4.0,1.75
1667,8,4.0,2.0
1668,12,4.0,3.0
1669,4,4.0,1.0
1670,7,4.0,1.75
1671,10,4.0,2.5
1672,5,4.0,1.25
1673,5,4.0,1.25
1674,6,4.0,1.5
1675,6,4.0,1.5
1676,6,4.0,1.5
1677,10,4.0,2.5
1678,5,4.0,1.25
1679,6,4.0,1.5
1680,10,4.0,2.5
1681,11,4.0,2.75
1682,8,4.0,2.0
1683,10,4.0,2.5
1684,15,4.0,3.75
1685,8,4.0,2.0
1686,7,4.0,1.75
1687,7,4.0,1.75
1688,8,4.0,2.0
1689,13,4.0,3.25
1690,13,4.0,3.25
1691,6,4.0,1.5
1692,8,4.0,2.0
1693,4,4.0,1.0
1694,6,4.0,1.5
1695,6,4.0,1.5
1696,8,4.0,2.0
1697,16,4.0,4.0
1698,6,4.0,1.5
1699,9,4.0,2.25
1700,5,4.0,1.25
1701,5,4.0,1.25
1702,4,4.0,1.0
1703,5,4.0,1.25
1704,4,4.0,1.0
1705,6,4.0,1.5
1706,6,4.0,1.5
1707,6,4.0,1.5
1708,8,4.0,2.0
1709,5,4.0,1.25
1710,7,4.0,1.75
1711,5,4.0,1.25
1712,5,4.0,1.25
1713,5,4.0,1.25
1714,6,4.0,1.5
1715,6,4.0,1.5
1716,11,5.0,2.2
1717,8,5.0,1.6
1718,6,5.0,1.2
1719,15,5.0,3.0
1720,9,5.0,1.8
1721,6,5.0,1.2
1722,6,5.0,1.2
1723,5,5.0,1.0
1724,7,5.0,1.4
1725,7,5.0,1.4
1726,7,5.0,1.4
1727,13,5.0,2.6
1728,6,5.0,1.2
1729,7,5.0,1.4
1730,8,5.0,1.6
1731,6,5.0,1.2
1732,8,5.0,1.6
1733,6,5.0,1.2
1734,6,4.0,1.5
1735,6,4.0,1.5
1736,4,4.0,1.0
1737,4,4.0,1.0
1738,9,4.0,2.25
1739,5,4.0,1.25
1740,4,4.0,1.0
1741,5,4.0,1.25
1742,4,4.0,1.0
1743,5,4.0,1.25
1744,6,4.0,1.5
1745,4,4.0,1.0
1746,6,4.0,1.5
1747,6,4.0,1.5
1748,6,4.0,1.5
1749,13,4.0,3.25
1750,10,4.0,2.5
1751,4,4.0,1.0
1752,7,4.0,1.75
1753,7,4.0,1.75
1754,7,4.0,1.75
1755,4,4.0,1.0
1756,6,4.0,1.5
1757,6,4.0,1.5
1758,6,4.0,1.5
1759,7,4.0,1.75
1760,7,4.0,1.75
1761,6,4.0,1.5
1762,9,4.0,2.25
1763,5,4.0,1.25
1764,8,4.0,2.0
1765,8,4.0,2.0
1766,7,4.0,1.75
1767,4,4.0,1.0
1768,6,4.0,1.5
1769,5,4.0,1.25
1770,6,4.0,1.5
1771,6,4.0,1.5
1772,6,4.0,1.5
1773,6,4.0,1.5
1774,6,4.0,1.5
1775,6,4.0,1.5
1776,5,4.0,1.25
1777,4,4.0,1.0
1778,7,4.0,1.75
1779,7,4.0,1.75
1780,7,4.0,1.75
1781,5,4.0,1.25
1782,5,4.0,1.25
1783,9,4.0,2.25
1784,5,4.0,1.25
1785,5,4.0,1.25
1786,5,4.0,1.25
1787,6,4.0,1.5
1788,4,4.0,1.0
1789,4,4.0,1.0
1790,5,4.0,1.25
1791,7,4.0,1.75
1792,6,4.0,1.5
1793,7,4.0,1.75
1794,5,4.0,1.25
1795,5,4.0,1.25
1796,8,4.0,2.0
1797,7,4.0,1.75
1798,5,4.0,1.25
1799,6,4.0,1.5
1800,4,4.0,1.0
1801,5,4.0,1.25
1802,4,4.0,1.0
1803,5,4.0,1.25
1804,7,4.0,1.75
1805,8,4.0,2.0
1806,6,4.0,1.5
1807,4,4.0,1.0
1808,5,4.0,1.25
1809,4,4.0,1.0
1810,4,4.0,1.0
1811,4,4.0,1.0
1812,4,4.0,1.0
1813,6,4.0,1.5
1814,6,4.0,1.5
1815,5,4.0,1.25
1816,13,4.0,3.25
1817,7,4.0,1.75
1818,5,4.0,1.25
1819,5,4.0,1.25
1820,5,4.0,1.25
1821,5,4.0,1.25
1822,8,4.0,2.0
1823,6,4.0,1.5
1824,9,4.0,2.25
1825,4,3.0,1.3333333333333333
1826,6,5.0,1.2
1827,8,5.0,1.6
1828,6,5.0,1.2
1829,4,4.0,1.0
1830,4,4.0,1.0
1831,11,5.0,2.2
1832,6,5.0,1.2
1833,6,5.0,1.2
1834,5,5.0,1.0
1835,5,5.0,1.0
1836,6,5.0,1.2
1837,7,5.0,1.4
1838,5,5.0,1.0
1839,5,5.0,1.0
1840,5,5.0,1.0
1841,5,5.0,1.0
1842,5,5.0,1.0
1843,14,5.0,2.8
1844,8,5.0,1.6
1845,6,5.0,1.2
1846,9,5.0,1.8
1847,10,5.0,2.0
1848,9,5.0,1.8
1849,13,5.0,2.6
1850,6,5.0,1.2
1851,8,5.0,1.6
1852,7,5.0,1.4
1853,5,5.0,1.0
1854,6,5.0,1.2
1855,6,5.0,1.2
1856,7,5.0,1.4
1857,5,5.0,1.0
1858,11,5.0,2.2
1859,8,5.0,1.6
1860,5,5.0,1.0
1861,5,5.0,1.0
1862,5,5.0,1.0
1863,5,5.0,1.0
1864,5,5.0,1.0
1865,5,5.0,1.0
1866,5,5.0,1.0
1867,6,5.0,1.2
1868,9,5.0,1.8
1869,6,5.0,1.2
1870,10,5.0,2.0
1871,13,5.0,2.6
1872,5,5.0,1.0
1873,13,5.0,2.6
1874,5,5.0,1.0
1875,6,5.0,1.2
1876,7,5.0,1.4
1877,5,5.0,1.0
1878,7,5.0,1.4
1879,7,5.0,1.4
1880,7,5.0,1.4
1881,5,5.0,1.0
1882,6,5.0,1.2
1883,11,5.0,2.2
1884,8,5.0,1.6
1885,6,5.0,1.2
1886,8,5.0,1.6
1887,6,5.0,1.2
1888,5,5.0,1.0
1889,5,5.0,1.0
1890,5,5.0,1.0
1891,5,5.0,1.0
1892,5,5.0,1.0
1893,8,5.0,1.6
1894,8,5.0,1.6
1895,8,5.0,1.6
1896,13,5.0,2.6
1897,9,5.0,1.8
1898,7,5.0,1.4
1899,7,5.0,1.4
1900,9,5.0,1.8
1901,9,5.0,1.8
1902,9,5.0,1.8
1903,6,5.0,1.2
1904,8,5.0,1.6
1905,7,5.0,1.4
1906,12,5.0,2.4
1907,10,5.0,2.0
1908,9,5.0,1.8
1909,16,5.0,3.2
1910,6,5.0,1.2
1911,6,5.0,1.2
1912,6,5.0,1.2
1913,6,5.0,1.2
1914,6,5.0,1.2
1915,5,5.0,1.0
1916,10,5.0,2.0
1917,5,4.0,1.25
1918,5,4.0,1.25
1919,5,5.0,1.0
1920,7,5.0,1.4
1921,6,5.0,1.2
1922,6,5.0,1.2
1923,8,5.0,1.6
1924,8,5.0,1.6
1925,6,5.0,1.2
1926,5,5.0,1.0
1927,19,5.0,3.8
1928,5,5.0,1.0
1929,6,5.0,1.2
1930,7,5.0,1.4
1931,6,5.0,1.2
1932,9,5.0,1.8
1933,6,5.0,1.2
1934,5,5.0,1.0
1935,7,5.0,1.4
1936,12,5.0,2.4
1937,8,5.0,1.6
1938,7,5.0,1.4
1939,8,5.0,1.6
1940,5,5.0,1.0
1941,12,5.0,2.4
1942,8,5.0,1.6
1943,4,4.0,1.0
1944,4,3.0,1.3333333333333333
1945,7,4.0,1.75
1946,5,4.0,1.25
1947,7,4.0,1.75
1948,10,4.0,2.5
1949,4,4.0,1.0
1950,9,4.0,2.25
1951,7,4.0,1.75
1952,6,4.0,1.5
1953,7,4.0,1.75
1954,4,4.0,1.0
1955,7,5.0,1.4
1956,6,4.0,1.5
1957,4,4.0,1.0
1958,5,4.0,1.25
1959,5,4.0,1.25
1960,5,4.0,1.25
1961,4,4.0,1.0
1962,8,4.0,2.0
1963,6,4.0,1.5
1964,5,4.0,1.25
1965,5,4.0,1.25
1966,7,4.0,1.75
1967,8,4.0,2.0
1968,7,4.0,1.75
1969,6,4.0,1.5
1970,5,4.0,1.25
1971,6,4.0,1.5
1972,4,3.0,1.3333333333333333
1973,3,3.0,1.0
1974,2,2.0,1.0
1975,4,3.0,1.3333333333333333
1976,5,4.0,1.25
1977,4,4.0,1.0
1978,4,3.0,1.3333333333333333
1979,11,3.0,3.6666666666666665
1980,7,3.0,2.3333333333333335
1981,5,3.0,1.6666666666666667
1982,8,3.0,2.6666666666666665
1983,5,3.0,1.6666666666666667
1984,5,3.0,1.6666666666666667
1985,7,3.0,2.3333333333333335
1986,5,3.0,1.6666666666666667
1987,6,3.0,2.0
1988,7,3.0,2.3333333333333335
1989,8,3.0,2.6666666666666665
1990,4,3.0,1.3333333333333333
1991,7,3.0,2.3333333333333335
1992,5,3.0,1.6666666666666667
1993,6,3.0,2.0
1994,6,3.0,2.0
1995,4,3.0,1.3333333333333333
1996,6,3.0,2.0
1997,7,3.0,2.3333333333333335
1998,4,3.0,1.3333333333333333
1999,4,3.0,1.3333333333333333
2000,5,3.0,1.6666666666666667
2001,4,3.0,1.3333333333333333
2002,8,3.0,2.6666666666666665
2003,6,3.0,2.0
2004,5,3.0,1.6666666666666667
2005,5,3.0,1.6666666666666667
2006,4,3.0,1.3333333333333333
2007,4,3.0,1.3333333333333333
2008,8,3.0,2.6666666666666665
2009,8,3.0,2.6666666666666665
2010,4,3.0,1.3333333333333333
2011,5,3.0,1.6666666666666667
2012,5,3.0,1.6666666666666667
2013,7,3.0,2.3333333333333335
2014,6,3.0,2.0
2015,5,3.0,1.6666666666666667
2016,7,3.0,2.3333333333333335
2017,8,3.0,2.6666666666666665
2018,5,3.0,1.6666666666666667
2019,5,3.0,1.6666666666666667
2020,5,3.0,1.6666666666666667
2021,5,3.0,1.6666666666666667
2022,4,3.0,1.3333333333333333
2023,5,3.0,1.6666666666666667
2024,4,3.0,1.3333333333333333
2025,5,3.0,1.6666666666666667
2026,5,3.0,1.6666666666666667
2027,9,3.0,3.0
2028,4,3.0,1.3333333333333333
2029,4,3.0,1.3333333333333333
2030,3,3.0,1.0
2031,3,3.0,1.0
2032,3,3.0,1.0
2033,3,3.0,1.0
2034,3,3.0,1.0
2035,3,3.0,1.0
2036,3,3.0,1.0
2037,3,3.0,1.0
2038,3,3.0,1.0
2039,3,3.0,1.0
2040,4,3.0,1.3333333333333333
2041,8,3.0,2.6666666666666665
2042,4,3.0,1.3333333333333333
2043,5,3.0,1.6666666666666667
2044,6,3.0,2.0
2045,5,3.0,1.6666666666666667
2046,5,3.0,1.6666666666666667
2047,5,3.0,1.6666666666666667
2048,4,3.0,1.3333333333333333
2049,4,3.0,1.3333333333333333
2050,7,3.0,2.3333333333333335
2051,7,3.0,2.3333333333333335
2052,5,3.0,1.6666666666666667
2053,8,3.0,2.6666666666666665
2054,3,3.0,1.0
2055,6,3.0,2.0
2056,5,3.0,1.6666666666666667
2057,7,3.0,2.3333333333333335
2058,3,3.0,1.0
2059,3,3.0,1.0
2060,3,3.0,1.0
2061,3,3.0,1.0
2062,3,3.0,1.0
2063,5,3.0,1.6666666666666667
2064,9,3.0,3.0
2065,8,3.0,2.6666666666666665
2066,8,3.0,2.6666666666666665
2067,5,3.0,1.6666666666666667
2068,5,3.0,1.6666666666666667
2069,3,3.0,1.0
2070,3,3.0,1.0
2071,3,3.0,1.0
2072,3,3.0,1.0
2073,3,3.0,1.0
2074,3,3.0,1.0
2075,3,3.0,1.0
2076,3,3.0,1.0
2077,3,3.0,1.0
2078,7,3.0,2.3333333333333335
2079,4,3.0,1.3333333333333333
